regCodeExt	metaCondition	condition	conditionCode	context	contextCode	regName	variant	regCode	component	day	cycleTaken	cycleLength	noCycles	branchInfo	Radio.Therapy.	continuous	noCycles_Original	regString	shortString
1..1624.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	CYKLONE	1	1624					4			FALSE	4	1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Thalidomide;1.Carfilzomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
1..1625.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-KRd	1	1625					2			FALSE	2	7.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;	7.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;
1..1625.2	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-KRd	2	1625					2			FALSE	2	8.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1625.3	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-KRd	3	1625					2			FALSE	2	8.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Carfilzomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1626.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-RVd	1	1626					4			FALSE	4	7.Bortezomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;7.Bortezomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;	7.Bortezomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;
1..1627.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-VMP	1	1627					1			FALSE	1	0.Bortezomib;0.Daratumumab;0.Melphalan;1.Melphalan;1.Melphalan;1.Bortezomib;0.Melphalan;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;7.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;	0.Bortezomib;0.Daratumumab;0.Melphalan;1.Melphalan;1.Melphalan;1.Bortezomib;0.Melphalan;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;7.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;
1..1627.2	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-VMP	2	1627					8			FALSE	8	14.Bortezomib;0.Daratumumab;0.Melphalan;1.Melphalan;1.Melphalan;1.Melphalan;4.Bortezomib;14.Bortezomib;0.Daratumumab;7.Bortezomib;14.Bortezomib;0.Daratumumab;0.Melphalan;1.Melphalan;1.Melphalan;1.Melphalan;4.Bortezomib;14.Bortezomib;0.Daratumumab;7.Bortezomib;	14.Bortezomib;0.Daratumumab;0.Melphalan;1.Melphalan;1.Melphalan;1.Melphalan;4.Bortezomib;14.Bortezomib;0.Daratumumab;7.Bortezomib;
1..1628.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-VTD	1	1628					2			FALSE	2	1.Bortezomib;0.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	1.Bortezomib;0.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
1..1628.2	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Dara-VTD	2	1628					2			FALSE	2	1.Bortezomib;0.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	1.Bortezomib;0.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Daratumumab;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
1..1629.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Isa-RVd	1	1629					1			FALSE	1	0.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Isatuximab;7.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	0.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Isatuximab;7.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1629.2	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	Isa-RVd	2	1629					2			FALSE	2	8.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Isatuximab;7.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Isatuximab;7.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Isatuximab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1630.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	KRdc	1	1630					4			FALSE	4	8.Carfilzomib;0.Cyclophosphamide;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Carfilzomib;0.Cyclophosphamide;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Carfilzomib;0.Cyclophosphamide;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Cyclophosphamide;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Carfilzomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1631.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	RVDC	1	1631					8			FALSE	8	8.Bortezomib;0.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Bortezomib;0.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Bortezomib;0.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Bortezomib;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1632.1	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	VMPT	1	1632					9			FALSE	9	1.Bortezomib;0.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Bortezomib;0.Melphalan;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Bortezomib;0.Melphalan;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	1.Bortezomib;0.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Bortezomib;0.Melphalan;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
1..1632.2	Multiple Myeloma	Induction	1	First-Line Therapy (Quadruplets)	79	VMPT	2	1632					9			FALSE	9	1.Bortezomib;0.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	1.Bortezomib;0.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Melphalan;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
1..1633.1	Multiple Myeloma	Induction	1	First-Line Therapy (Other)	79	CVAD	1	1633					4			FALSE	4	7.Cyclophosphamide;0.Doxorubicin;0.Vincristine;7.Cyclophosphamide;7.Cyclophosphamide;7.Cyclophosphamide;0.Doxorubicin;0.Vincristine;7.Cyclophosphamide;7.Cyclophosphamide;	7.Cyclophosphamide;0.Doxorubicin;0.Vincristine;7.Cyclophosphamide;7.Cyclophosphamide;
1..1633.2	Multiple Myeloma	Induction	1	First-Line Therapy (Other)	79	CVAD	2	1633					4			FALSE	4	7.Cyclophosphamide;0.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;4.Cyclophosphamide;7.Cyclophosphamide;7.Cyclophosphamide;0.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;4.Cyclophosphamide;7.Cyclophosphamide;	7.Cyclophosphamide;0.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;1.Doxorubicin;0.Vincristine;4.Cyclophosphamide;7.Cyclophosphamide;
1..1634.1	Multiple Myeloma	Induction	1	First-Line Therapy (Other)	79	TVAD (Pegylated liposomal doxorubicin substituted)	1	1634					4			FALSE	4	1.Doxorubicinpegylatedliposomal;0.Thalidomide;0.Vincristine;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Doxorubicinpegylatedliposomal;0.Thalidomide;0.Vincristine;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	1.Doxorubicinpegylatedliposomal;0.Thalidomide;0.Vincristine;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
1..1635.1	Multiple Myeloma	Induction	1	First-Line Therapy (Other)	79	VAD (Pegylated liposomal doxorubicin substituted)	1	1635					Cont.			TRUE	Cont.	28.Doxorubicinpegylatedliposomal;0.Vincristine;28.Doxorubicinpegylatedliposomal;0.Vincristine;	28.Doxorubicinpegylatedliposomal;0.Vincristine;
1..1636.1	Multiple Myeloma	Induction	1	First-Line Therapy (Other)	79	VAD-P	1	1636					Cont.			TRUE	Cont.	21.Doxorubicin;0.Vincristine;21.Doxorubicin;0.Vincristine;	21.Doxorubicin;0.Vincristine;
